Address,Latitude,Longitude
"Sheridan Ave., Cody, WY 82414",44.52612,-109.01673
500 Lewis Street,44.80353,-106.961763
TATA SITE 4 - Upwind (Not facility),41.6043,-109.755297
TES Site 2,41.62993,-109.70166
"East Broadway, Jackson, WY 83001",43.48256,-110.74526
Ave. Central Correccional,18.420089,-66.150615
Rd #3 Cuartel Vehiculos Hurtados,17.967309,-66.186149
291 NUWAY CIRCLE,35.9359,-81.5306
1446 East N Street,42.059,-104.1675
Phoenix Drive,41.13069,-104.75308
"1155 REDWOOD AVE., EL CAJON",32.791194,-116.942092
"Walden, Colorado - Chandler Ranch",40.882222,-106.306111
"UNNAMED ROAD, 1.5 MILES FROM QUEEN KAAHUNAMU HWY",19.977467,-155.798067
"WILLIAMSON RESIDENCE, 10800 PILOT ROCK ROAD",36.91171,-87.323337
414 Mary Street,30.067116,-94.090924
East Chicago- Marina/ 3301 Aldis St.,41.653501,-87.435561
1238 MILITARY ST (MILITARY PARK),42.312078,-83.103469
"Portland Cully Helensview School, 8678 NE Sumner St. Portland OR, 97220 (PCH)",45.5625,-122.575278
1001 Ormond Drive,36.526359,-82.528677
9228 West 2700 South,40.712146,-112.111275
240 N 1950 W,40.777145,-111.945849
Chuck Wagon Drive,41.55643,-109.53044
"11690 SOUTHFORK DR. DUNCANVILLE, AL_35456",33.089772,-87.459733
22601 Voss Ave,37.318435,-122.069705
6981 28TH AVE (JENISON),42.894451,-85.852734
Fernberg Road,47.948622,-91.495574
"5200 PENNYPACK PARK PHILADELPHIA, PA. 19136",40.035985,-75.002405
31307 473rd Ave,42.850975,-96.747325
"Accessed from Dragon Road/145-S, Uintah Co, UT",39.868622,-109.097302
3200 Colvin Street,38.8065,-77.0864
1340 Sixth Street,37.877794,-122.30129
"3425 N FIRST ST, FRESNO",36.781333,-119.77319
"E SECOND ST, BENICIA",38.0656,-122.1507
ACROSS FROM 258 OLD WATERBURY ROAD,41.64486,-73.07908
"Glynn Learning Center, 2900 ALBANY ST., BRUNSWICK, GA 31520",31.169805,-81.495035
"Columbus Airport, 3100 Airport Thruway Drive, Columbus, Georgia, 31909",32.521272,-84.944635
17-860 Volcano Road,19.569833,-155.08065
2115 NAVAJO ROAD COUNCIL BLUFFS IA,41.188855,-95.838381
"LIVINGSTON CO ROAD DEPT, 706 STATE DRIVE",37.155392,-88.394024
"OLD DOVER HIGHWAY CADIZ, KY",36.783939,-87.851963
1100 E. JUDGE PEREZ DRIVE,29.936909,-89.955703
7760 BLACKBURN ROAD,39.307978,-82.118247
"HERMISTON MUNICIPAL AIRPORT, 1600 AIRPORT WAY, HERMISTON",45.828968,-119.262991
"1382 BENSON ROAD, COOKEVILLE, TN",36.20515,-85.39975
802 Pecan Valley Drive,29.407295,-98.431251
7145 Gardner Roas,29.352778,-98.332778
South Pass WyDot,42.529999,-108.720003
Murphy Ridge LOCATED NEAR WYOMING UTAH BORDER,41.373097,-111.042376
Bo. Puente Jobos,17.959005,-66.166681
Rd. 127,18.044559,-66.797252
Road 180,17.984438,-66.289628
"MAYVILLE, NEAR N6705 MADISON RD",43.434996,-88.527879
678 S. JASON ST.,39.704005,-104.998113
University of Mississippi Medical Center Drive,32.33037,-90.166201
290 S. 1000 W.,40.294178,-110.009732
Tata Gaseous,41.588717,-109.760975
314 W. Superior St.,46.78362,-92.10251
Highway 1806,47.4949,-102.078
Highway 23 west Makoti,47.9711,-101.8494
BALLASH ROAD,41.0604,-81.9239
Hogan Road,37.0998,-76.48105
5636 SOUTHERN BOULEVARD,36.841883,-76.181233
"100 WHITNEY YOUNG CIRCLE, SAN FRANCISCO",37.7338,-122.3824
S OF HWY 30 AND E OF WEAVER RD,42.9125,-112.535556
SCOTT COUNTY PARK,41.699174,-90.521944
SENEY NAT'L WILDLIFE HCR2 BOX 1 (SENEY),46.288877,-85.950227
"480 MILL POND ROAD NEAR SLAYDEN, MS",34.955,-89.423
6028 HOLLY SHELTER RD,34.364167,-77.838611
"SUMMITVILLE RD., MANCHESTER, TN 37355",35.582222,-86.015556
TVA KINGSTON #8,35.947297,-84.522157
1.13 MILES SSE OF CUMBERLAND POWER PLANT,36.389775,-87.63335
"STREET #16 NE-5 PUERTO NUEVO, SAN JUAN",18.416892,-66.08711
"8100 NATIONAL DRIVE, LITTLE ROCK, AR",34.676268,-92.337164
"UNIT 759 EL PORTAL SHOPPING CENTER, San Pablo",37.9642,-122.3403
651 S. MOTT STREET (SB 25 TRAILER),34.035278,-118.216667
"1115 N. MAHAR AVENUE WILMINGTON, CA",33.786111,-118.246389
" 000 RALCOA WAY, ARROYO GRANDE, CA",35.043865,-120.581281
"5121 Gandy Blvd, Tampa, FL 33611",27.892523,-82.538429
SAV. FARMERS MARKET,32.094095,-81.150945
SODA SPRINGS/SODA SPRINGS HIGH SCHOOL,42.661298,-111.591443
1703 STATE ST.,41.631424,-87.5681
409 MAIN ST.,38.890186,-90.148031
LITTLE AVE.,38.592192,-90.165081
ASPHALTUM SUBSTATION,41.135854,-86.987773
COOL SPRING SUBSTATION MICHIGAN CITY,41.679762,-86.852806
BETHLEHEM STEEL HEADQUARTERS,41.621982,-87.116423
HWY 12 WASTE LAGOON- Bethlehem Steel,41.616618,-87.146959
708 WARRIOR ROAD SOUX CITY,42.399437,-96.356139
NORTH GREEN STREET,37.858932,-87.575291
"4800 KAUFMAN LN, WELLINGTON ELEM SCHOOL",38.18257,-85.861631
"AIRPORT ROAD, GREENVILLE, KY",37.227265,-87.158329
Lewiston Country Kitchen Bakery Lot & CANAL ST,44.089406,-70.214219
"HIGH STREET, STORROW PARK",42.709535,-71.145891
3636 WASHINGTON AVE N,45.021076,-93.28217
2077 WEST LARPENTEUR AVENUE,44.99191,-93.183278
"ROSCOE TURNER AIRPORT, CORINTH, MS",34.909167,-88.601667
49TH & WINCHESTER,39.183924,-94.497738
CATES HILL RD,44.488669,-71.179799
"ROUTES 110 AND 3, COVERED BRIDGE, GROVET",44.596721,-71.516195
SOUTH STREET,43.364518,-72.337867
COBRE CONSOLIDATED SCHOOLS ADMIN. OFFICE,32.75952,-108.131988
HIDALGO COUNTY,31.78343,-108.497823
482ND AVE,45.354381,-96.555279
TVA JOHN SEVIER 4 1.0 MI SW JOHN SEV. FP,36.36704,-82.977663
TVA GALLATIN 1___1.8 MI N OF GALLATIN FP,36.341716,-86.398325
"UWM NORTH CAMPUS, 2114 E KENWOOD BLVD",43.075,-87.884
"INSTITUTO TECNOLOGICO, ITT TIJUANA",32.525058,-116.985856
"AVENIDA PARQUE, TIJUANA - LAS PLAYAS",32.500058,-117.117529
"ITM, INSTITUTO TECNOLOGICO DE MEXICALI",32.615335,-115.388877
"COBACH, COLEGIO DE BACHILLERES, MEXICALI",32.633671,-115.504995
REG.DEV.CENTER-HWY.56SOLD SAVANNAH RD.,33.39375,-82.006228
7589 NC Hwy 33-NW,35.988278,-77.5843
"150 SOUTH WINOOSKI AVENUE, Burlington, Vermont",44.4762,-73.2106
327 First St. S.,47.523355,-92.536305
1260-A Stewart St.,39.521933,-119.7954
62868-62998 Co Hwy 35,39.99388,-81.5589
60737-60733 OH-209,39.983752,-81.562234
23921 Twp Rd 214,41.093169,-83.423448
Portland Jade neighborhood - SE 89th & SE Brooklyn Ave (PSU site),45.50077,-122.5717
2011 Irving Avenue (Irving St),32.836602,-79.956983
1113 Elm Hill Pike,36.1424,-86.7341
Wyoming Highway 372,41.0954,-109.85
"REMOUNT ROAD N. LITTLE ROCK, ARKANSAS",34.835721,-92.260581
"5558 California Ave., Bakersfield CA 93309",35.356615,-119.062613
190 Taft Dr.,27.307268,-82.570376
50 NORTH ILLINOIS STREET,39.768056,-86.16
HWY 245,37.982552,-86.966375
"FRUEHAUF, HIGHWAY 61S",40.582541,-91.427654
"NETTLE SCHOOL, BORMAN ST",42.772313,-71.060612
HILL STREET,42.474539,-71.110609
"ST. JOSEPH LEVEE, ST. JOSEPH MO",39.72213,-94.879567
"DRH, DUNKLIN H.S.",38.267277,-90.379548
FESTUS,38.247254,-90.388568
"WEST ALTON: General Electric Store, Highway 94, WestT Alton, MO 63386",38.872546,-90.226488
1122 CLARK,38.624216,-90.198709
"MPC #3, CEDAR AVE HILL, COLSTRIP",45.886939,-106.628637
"MPC #1,HIWAY 39 INDUSTRIAL PARK,COLSTRIP",45.901939,-106.63836
"MPC #2, 5&6 POND WEST, COLSTRIP",45.863885,-106.558355
"MORRISANIA CENTER, 1225-57 GERARD AVE.",40.83606,-73.92009
"THIRD & FOOTE AVE,JAMESTOWN HS",42.290788,-79.589349
"PS 321 180 7TH AV,",40.671953,-73.977823
"MABEL DEAN HIGH SCH.ANNEX, 240 2ND AVE.",40.739546,-73.985694
56TH AVE AT SPRINGFIELD BLVD,40.75527,-73.75861
DYKEN POND,42.72444,-73.43166
"SUSAN WAGNER HS,   1200 MANOR RD, near Brielle Ave",40.59664,-74.12525
"EAST FARMINGDALE WATER DIST., 72 GAZZA BLVD.",40.74529,-73.41919
NC HIGHWAY 306,35.3575,-76.779722
246 MAIN STREET,35.809289,-80.559115
1487 RIVERVIEW ROAD,35.438556,-81.27675
"6240 NC Highway 46, Gaston or Garysburg?",36.48438,-77.61998
US 264 NEAR FARMVILLE WATER TOWER,35.583333,-77.598889
SHARON,47.599703,-97.899009
DEFENSE SUPPORT CENTER 20TH & OREGON AVE,39.91678,-75.188513
CAROLINE SIMS RD [Congaree Swamp],33.817902,-80.826596
"1090 DANIEL LANE, CUMBERLAND FURNACE, TN",36.246667,-87.364444
"UT FARM, ALCOA HWY, KNOXVILLE, TN",35.898333,-83.957222
"1500 BEAR CREEK ROAD, OAK RIDGE, TN",35.885,-84.375278
"BIG BEND NATIONAL PARK, TEXAS",29.30265,-103.17781
ADJ. TO 82 S. WINOOSKI AVENUE,44.478938,-73.211516
          6100 ARLINGTON BLVD MONTG WARD,38.868168,-77.142758
"CBTIS, CALZADA CUAUHTEMOC, MEXICALI",32.659224,-115.426935
WIRE MILL RD/MT REFINING/.6MI E OF HAVRE,47.53218,-111.271918
"SACRIFICE CLIFF,1600 METERS W COBURN RD",45.777149,-108.47436
R.D. NIXON POWER PLANT_EXIT 125 OFF I-25,38.633608,-104.716085
6000 PULPIT ROCK DRIVE.,38.921382,-104.813032
130 WEST CACHE LA POUDRE,38.84666,-104.827753
4125 CENTER PARK DRIVE,38.811384,-104.751918
32ND & RAILROAD STS.,38.465914,-82.620993
MARCUS HOOK ELEMENTARY SCHOOL,39.818715,-75.413973
 600 RAILWAY STREET WILLIAMSPORT PA,41.246111,-76.989722
WVAPCC OFC BLDG 1558 WASHINGTON ST EAST,38.343987,-81.619289
"MATC, 739 W JUNEAU AVE",43.047235,-87.920363
606 E. GROVE,40.123796,-88.229531
"WASHINGTON ELEM. SCH., 3611 E. 114TH ST.",41.687535,-87.536155
RT. 53,41.813049,-88.072827
"YMCA BUILDING,2001 EDISON",38.701994,-90.149276
30 18TH ST.,41.511978,-90.514301
"MARISSA, RISDON SCHOOL RD.",38.235049,-89.842046
315 GENESEE (RIVER ROUGE),42.267231,-83.132086
7701 W. JEFFERSON (YELLOW FREIGHT),42.292231,-83.106807
2842 WYOMING (DEARBORN),42.306674,-83.148754
"CNTY 38 S. OF KOCK, WEST OF MN 52",44.748006,-93.04348
2 SECOND AVE,48.605216,-93.402371
500 MARYLAND AVE. E. LIVERPOOL,40.634787,-80.54618
1313 CHESAPEAKE,39.992286,-83.041574
131 COURT STREET,41.36588,-82.108204
2111 HERNANDO RD. AT I-240,35.087869,-90.025369
"2799 COUNTY RD. 358 TRINITY, AL. 35673",34.589571,-87.109445
6301 KIRKWOOD BLVD SW   (IOWA HALL),41.91056,-91.652121
1140 C ST. SW,41.964723,-91.664901
1801 15TH AVE. SE,41.971112,-91.645457
4400 6TH ST SW,41.93417,-91.682679
MICROWAVE SITE,46.557679,-111.918098
"ASARCO-MCCLELLAN CREEK RD #4, E. HELENA",46.548056,-111.873333
"ASARCO-MCCLELLAN CREEK RD #6, E. HELENA",46.534722,-111.861389
"ASARCO-WATER TANK, EAST HELENA",46.583267,-111.935269
"ASARCO-KENNEDY PARK, EAST HELENA",46.593824,-111.920824
344 Porter Drive,25.892518,-97.49383
320 Old Hueco Tanks Road,31.6675,-106.288
10267 ST CHARLES ROCK ROAD,38.72727,-90.379548
NORTH COMMERCIAL STREET,43.00064,-71.467568
"25 MAIN STREET, MATARAZZO BUILDING",42.764532,-71.46701
VAUGHAN STREET,43.078144,-70.762276
"1275 Bedford Ave, Pittsburgh, PA 15219 (Flag Plaza)",40.443367,-79.990293
"GREENWAY ALLEY, CLAIRTON",40.30507,-79.88866
"OLD C-C CAMP RD, NEWTOWN WATER TANK HILL",34.995833,-84.368333
"CHILL SEWER PLANT RD, RADIO STATION HILL",34.989722,-84.383889
"KNAPP HALL, WVU, MORGANTOWN",39.633137,-79.957008
"WITTER FIELD, 611 CHESTNUT ST",44.382465,-89.819291
"PORT EDWARDS, END OF VIXEN CT",44.359444,-89.861944
1710 E. 20th Street,33.793713,-118.171019
"13-344 MOKU STREET, PAHOA 96778",19.465,-154.914
"DAYVILLE- 3488 EBLE RD, Newburgh",37.954444,-87.321667
91 Wick Oval Street,41.106182,-80.640576
22275 State Route 60,39.58427,-81.67015
660 WOODYARD ROAD [Trenton],33.739963,-81.853635
996 Avenue of the Nations [Catawba Longhouse],34.9127,-80.8745
4801 N Career Ave,43.59901,-96.78331
4372 North Humboldt Blvd,43.09456,-87.90144
1271 W. Baker St.,41.32417,-105.61489
20 Adaville Drive,41.783083,-110.53788
"DOUGHERTY MIDDLE SCHOOL, ALBANY",31.567953,-84.102685
E.ADAMS STREET AND ROUTE 81,43.04257,-76.1433
"FAIRHOPE HIGH SCHOOL, 1 PIRATE DRIVE, FAIRHOPE,  ALABAMA",30.497478,-87.880258
ASHLAND AIRPORT,33.284928,-85.803608
"1450 PARKER ANDERSON LANE, SOUTHSIDE, AL 35907",33.904039,-86.053867
"1350 COLISEUM BLVD, MONTGOMERY, ALABAMA",32.412811,-86.263394
"P.O. BOX 2224 WALLACE DEVELOPMENT CENTER. DECATUR, ALABAMA",34.530717,-86.967536
"9 WOODLAND DRIVE (SCHOOL) LADONIA,  AL 36869",32.46735,-85.083447
"HELENA, BEARDEN FARM",33.317142,-86.825754
"SUMTER CO.,KINTERBISH STATE WILDLIFE MGT. AREA, GASTON, ALABAMA",32.36401,-88.201865
"GRAND CANYON NATIONAL PARK, W RIM DRIVE",36.05864,-112.1836
3847 W EARLL DR-WEST PHOENIX STATION,33.48378,-112.14256
"601 E BUTLER DR & N 6TH ST,PHOENIX",33.56031,-112.06619
4530 E MCKELLIPS RD-FALCON FIELD STATION,33.45244,-111.73327
"6000 W OLIVE AVE,GLENDALE",33.57453,-112.19193
24301 N ALMA SCHOOL RD,33.70639,-111.85575
"33 W TAMARISK AVE, PHOENIX",33.40314,-112.07526
"275 S ELLIS, CHANDLER",33.29896,-111.88426
"1525 S COLLEGE AVE, TEMPE",33.41123,-111.93471
37019 N. LAVA LANE. CAVE CREEK AZ,33.82169,-112.01726
16825 N. DYSART,33.63718,-112.34185
SEVEN SPRINGS RD-FAA RADAR STN-TONTO NF,33.9828,-111.79871
USERY PASS RD/BUSH HWY,33.54558,-111.60972
"16426 E PALISADES BLVD,FOUNTAIN HILLS,AZ",33.61092,-111.72534
710 W. MICHIGAN ST.,32.172995,-110.980134
"35 PIMA STREET, SACATON",33.081704,-111.752943
" 201 CLINTON ROAD, JACKSON, CA 95642",38.342606,-120.764426
4405 AIRPORT RD-PARADISE CA,39.708454,-121.617309
"501 GOLD STRIKE ROAD, SAN ANDREAS",38.20185,-120.680277
"100 SUNRISE BLVD., COLUSA",39.18919,-121.99887
"4706 E. DRUMMOND ST., FRESNO",36.705474,-119.741332
"SIERRA SKYPARK#2-BLYTHE & CHNNLT, FRESNO",36.841592,-119.874739
"9240 S. RIVERBEND, PARLIER 93648",36.597442,-119.503659
"908 N VILLA AVE, CLOVIS",36.819449,-119.716433
"JOHNSON FARM, EDISON, CA. 93320",35.345607,-118.851825
"755 Stanislaus St., Maricopa CA 93352",35.051454,-119.40262
"3311 Manor St, Oildale CA 93308",35.438035,-119.016787
"807 SOUTH IRWIN ST., HANFORD",36.31567,-119.643447
"43301 DIVISION ST., LANCASTER, CA",34.669739,-118.130511
RD. 29 1/2 NO. OF AVE 8 MADERA COUNTY,36.867125,-120.010158
"6440 JERSEYDALE ROAD, JERSEYDALE",37.54377,-119.83957
"385 S. COFFEE AVENUE, MERCED, CA 95340",37.281853,-120.433671
35 Ford Road,36.48187,-121.73333
867 E. LAUREL Dr,36.694261,-121.623271
"200 LITTON DR.,  GRASS VALLEY, CA",39.233477,-121.055608
"FS-10049 DONNER PASS RD, TRUCKEE",39.32783,-120.184592
" 151 NO SUNRISE BLVD, ROSEVILLE, CA",38.74643,-121.26498
"267 N. CHURCH ST., QUINCY, CA. 95971",39.939567,-120.944376
"495 W MURPHY STREET, BLYTHE",33.61235,-114.60209
"1309 T ST., SACRAMENTO, CA. 95814",38.56844,-121.49311
1979 Fairview Rd,36.843425,-121.3621
"200 E. BUENA VISTA, BARSTOW",34.89398,-117.024804
"BEEKLEY & PHELAN RDS, PHELAN",34.4251,-117.5898
"17288 OLIVE ST., HESPERIA",34.41639,-117.2858
"24302 4TH ST., SAN BERNARDINO, CA.",34.106678,-117.274063
"600 E. VALLEY PKWY., ESCONDIDO",33.127769,-117.075086
"2300 VICTORIA DR., ALPINE",32.842318,-116.768293
21441-W B STREET,33.217055,-117.396177
"235 SANTA FE AVENUE, PASO ROBLES, CA",35.614668,-120.656912
906 S BROADWAY - SANTA MARIA,34.942872,-120.435611
"GOBERNADOR RD, CARPINTERIA",34.403052,-119.457914
960 Bostwick Lane,36.98332,-121.98822
"HLTH CTR-2630 BRESLAUER WAY, REDDING",40.55013,-122.38092
"2012 ULATIS DRIVE, VACAVILLE",38.35655,-121.94986
"814 14TH ST., MODESTO",37.642165,-120.994212
" 900 S MINARET STREET, TURLOCK, CA",37.488317,-120.836008
"LOWER KAWEAH, SEQUOIA NP",36.566128,-118.7777
" 251 S BARRETTA, SONORA, CA 95370",37.98178,-120.378551
"2323 Moorpark Road, Thousand Oaks, CA  91360",34.210169,-118.870509
"3301 PACIFIC AVENUE, PIRU, CA  93040",34.404281,-118.80998
"1201 E. OJAI AVENUE, OJAI, CA  93023",34.44806,-119.2313
"5400 COCHRAN STREET, SIMI VALLEY, CA  93063",34.276316,-118.683685
"CONN. VALLEY HOSP., SHEW HALL, EASTERN D",41.552196,-72.630015
1951 NE 48TH ST,26.291088,-80.096353
"7000 N. Ocean Drive, Dania, FL 33004",26.087567,-80.111152
7800 IMMOKALEE ROAD NAPLES 34119,26.270083,-81.710959
13600 William Davis Parkway.,30.260278,-81.453611
1901 JOHNS LAKE RD,28.523889,-81.723333
5505 ROSE GARDEN RD CAPE COREL FL 33914,26.548212,-81.981523
"4600 Rickenbacker Causeway, Miami, FL 33149",25.732878,-80.16175
19590 OLD CUTLER RD-PERDUE MED. CENTER,25.587327,-80.325922
"3452 DARLINGTON RD., HOLIDAY",28.195574,-82.756264
"2350 BARNETT SHOALS RD., ATHENS, GA 30605",33.918137,-83.344385
"Georgia National Guard, 1901 McCollum Parkway, Kennesaw, Georgia, 30144",34.015436,-84.607423
"UNIVERSITY OF W. GA AT NEWNAN, 7 Solar Circle, Newnan, Georgia, 30265",33.40405,-84.745728
"Douglas County Water Authority, 7725 W. Strickland St., Douglasville, Georgia 30134",33.741242,-84.776429
"Gwinnett Tech, 5150 Sugarloaf Parkway, Lawrenceville, Georgia, 30043",33.9632,-84.0691
"Blessings Thrift Store, 86 Work Camp Road, McDonough, Georgia, 30253",33.433949,-84.161811
"FORT MOUNTAIN, STATE HWY 52, COHUTTA OVERLOOK, CHATSWORTH, GA 30705",34.785219,-84.626423
"8395 BEAVER RUN ROAD, MIDLAND, GA 31820",32.539571,-84.844732
"2625 Georgia Highway 212, Conyers, Georgia, 30094",33.588545,-84.069608
"3900 E. 300 S, WHITESTOWN/ Perry Worth Elementary",39.997732,-86.395394
700 W. STATE ST./ ALBANY ELEMENTARY,40.300385,-85.245862
705 Indiana St../ Bristol Elementary,41.716959,-85.824696
"2500 S. 275 W, PLUMMER",38.985477,-86.990419
"714 E. BROADWAY, Fortville MUNICIPAL BDG.",39.93487,-85.840671
"Avon- 7203 E. US HIGHWAY 36, Avon Transportation Cntr.- 255 S. Avon Ave.(updated 2016)",39.758707,-86.3985
423 W. Vine St. - Roanoke,40.959604,-85.37961
"CR 225 W & CR 300 N, BROWNSTOWN",38.920835,-86.080523
"200 W. PEARL ST., TRAFALGAR",39.417155,-86.152406
2011 E. LINCOLNWAY  LaPorte- E. Lincolnway,41.629259,-86.68502
"Emporia  EAST ELEM. SCH., 893 E. US 36, PENDLETON",40.002511,-85.656391
5753 Glenn Rd.- FORT HARRISON STATE PARK,39.858889,-86.021389
84 DIANA RD/ WATER TREATMENT PLANT,41.6175,-87.199167
1000 WESLEY ST./ VALPARAISO WATER DEPT.,41.512118,-87.036236
"2027 S. ST. PHILLIPS RD., Evansville",38.00641,-87.718354
"25601 STATE RD. 4, North Liberty/ POTATO CREEK STATE PARK",41.551667,-86.370556
"4740  W. 600 N, FAIRLAND",39.613367,-85.870669
14940 OLD STATE ROAD/ SCOTT ELEMENTARY,38.113889,-87.536667
7597 N. STEVENSON RD/ SANDCUT,39.558525,-87.312883
300 N. 1ST ST./ BOONVILLE HIGH SCHOOL,38.051667,-87.278056
2780 VIKING LAKE ROAD,40.969112,-95.044951
IOWA LAKES COMMUNITY COLLEGE,43.123704,-94.693518
11153 Kling Road,30.229653,-90.965628
HIGHWAY 27 AND HIGHWAY 108,30.140265,-93.368448
2210-B Bellow Road,30.227798,-93.579965
EAST END OF ASTER LANE,30.419805,-91.182016
"11245 Port Hudson-Pride Rd. Zachary, La",30.700895,-91.056068
65180 Belleview Road,30.221255,-91.315418
5445 Point Clair Rd. Carville< LA 70721 (275 yard SW of the end of betty Martin Ext.),30.204218,-91.126041
16627 Pemilloux Ln@ Hwy 16,30.315406,-90.811383
Hwy 415,30.681718,-91.366247
"ST. JAMES COURTHOUSE, HWY 44 @ CANATELLA",29.99497,-90.817415
152 Anthony F. Monica Street,30.057515,-90.619286
"Padonia Elementary School, 9834 Greenside Drive",39.460478,-76.633543
43408 Oodena Dr,46.2053,-93.75945
917 DAKOTA ST.,44.791437,-93.512534
101 Central Ave. W.,45.20916,-93.66921
"RICHARDS GEBAUR - SOUTH: 1802 E 203rd Street, Belton, MO 64012",38.75961,-94.57983
"EL DORADO SPRINGS: Highway 97 & Barnes Road, El Dorado Springs, 64744",37.70097,-94.03474
"LIBERTY: Highway & County Home Road, Liberty, 64068",39.303174,-94.377014
"ROCKY CREEK: 13131 Highway 169, Kansas City, MO 64165",39.331913,-94.580931
"HILLCREST HIGH SCHOOL: 3319 N Grant, Springfield, MO 65803",37.256137,-93.299894
4525 NEW FOREST DRIVE,36.106389,-115.253333
7701 DUCHARME AVE,36.16976,-115.263038
333 PAVILION CENTER DRIVE,36.173415,-115.332728
6651 W. AZURE AVE,36.270592,-115.238282
"1965 State Hwy 161, Jean, NV",35.785665,-115.357087
1301B EAST TONOPAH,36.191251,-115.122953
"GREEN STREET, LACONIA",43.566122,-71.496335
MT. WASHINGTON,44.270093,-71.303821
"CAMP DODGE, ROUTE 16, GREEN'S GRANT",44.308132,-71.217639
GILSON ROAD,42.718653,-71.522416
SEACOAST SCIENCE CENTER,43.045269,-70.713958
"Athletic Fields, off of 2083 Lawrenceville Road",40.283092,-74.742613
"Vegetable Farm 3, 67 Ryders Lane",40.462182,-74.429439
FOREST ROAD 423 SPUR,35.2578,-83.7955
1338 JACK ROAD,35.59095,-78.4622
5171 URBANA,40.00103,-83.80456
2400 CLERMONT CENTER DR.,39.0828,-84.1441
"300 Oak Drive Wilmington, 45177",39.427535,-83.788916
891 E. 152nd ST.,41.55523,-81.575256
390 FAIR ST.,41.361835,-81.86457
6116 WILSON MILLS,41.536942,-81.458871
359 MAIN RD.,40.356694,-83.063971
7600 FODOR RD.,40.084514,-82.815585
1777 E. BROAD,39.96523,-82.95549
5750 MAPLE CANYON,40.0877,-82.959773
13000 AUBURN,41.515051,-81.249906
"541 LEDBETTER RD.,",39.66575,-83.94268
11590 GROOMS RD,39.2787,-84.36625
"WATER PLT, SR. 314",40.310025,-82.691724
"S.R. 141, WILGUS",38.62901,-82.45886
310 LICKING VIEW DR.,40.026037,-82.432996
200 SOUTH RIVER RD.,41.4942,-83.718949
1002 N. YONDOTA,41.675231,-83.307005
2930 131ST ST.,41.719483,-83.47515
9940 SR 38 SW,39.78819,-83.47606
3825 NORTH S. R. 589,40.08502,-84.113808
1570 RAVENNA RD.,41.182466,-81.330486
1175 WEST VINE,40.93133,-81.123519
800 PATTERSON AVE.,41.106486,-81.503547
6425 KINSMAN RD. NE,41.454235,-80.591036
842 YOUNGSTOWN-KINGSVILLE RD.,41.240453,-80.66272
430 S EAST ST.,39.42689,-84.20077
2000 4TH STREET,39.432117,-81.460443
347 N DUNBRIDGE,41.377685,-83.611104
104 AIRPORT ROAD,34.885608,-95.78441
ROXY WATER PUMP STA EVA-DEARNLEY STS,40.049604,-75.241209
GRANT-ASHTON ROADS PHILA NE AIRPORT,40.076389,-75.011944
"TARZWELL ROAD, NARRAGANSETT",41.49511,-71.423705
Indian Springs School Shawnee Dr Blountville TN,36.541365,-82.424555
FAIRVIEW MIDDLE SCHOOL  CROW CUT ROAD  Fairview TN 37062,35.949765,-87.138246
CEDARS OF LEBANON STATE PARK,36.060895,-86.286291
4364 Independence Parkway South,29.758889,-95.079444
Hwy 134 & Spur 449,32.669001,-94.167468
5200 Mechanic,29.727931,-93.894081
14790 County Road 1145,32.344027,-95.415754
5504 South Collins Street,32.65637,-97.088598
12200 Lime Creek Rd,30.483163,-97.875084
106 Mockingbird Lane,28.836214,-97.005525
2020 Vidaurri Ave,27.517456,-99.515222
475 Newport Park Rd,45.2384,-86.994
601 E. ELLSWORTH LANE,43.1818,-87.901
"Georgia Forestry Commission, 4500 Georgia Highway 53 East, Dawsonville, Georgia, 30534",34.376227,-84.059506
"Leslie Communty Center, N Bass St/E Allen St., Leslie, Georgia, 31764",31.954286,-84.08101
HAGOOD ROAD,32.68336,-93.861582
Corner of Florida Ave & Orleans Ave,29.993519,-90.10155
3317 Ross Ave,32.80581,-97.356529
FAA Site off Alta Vista Road,32.922492,-97.282099
"Sand Mountain Alabama Agricultural Experiment Station, Crossville, AL 35962",34.289001,-85.970065
"80 Ayers Rd, Abington, CT 06230",41.84046,-72.010368
"5403 State Road 160, Highland, IL 62249",38.869001,-89.622816
"Hamilton Rd, Lagro, IN 46941",40.816038,-85.661408
"Blackwater National Wildlife Refuge, Cambridge, MD 21613",38.444971,-76.111274
"10070 Strawberry Lake Rd, Dexter, MI 48130",42.416636,-83.902185
"10637 S 9 Rd, Cadillac, MI 49601",44.18089,-85.738985
"Jamie L. Whitten Plant Materials Center, Coffeeville, MS 38922",34.002747,-89.799183
"Hubbard Brook Experimental Forest, North Woodstock, NH 03262",43.944519,-71.700788
"Kane Experimental Forest, Allegheny National Forest, Wilcox, PA 15870",41.598119,-78.767867
"718 Russell Hill Rd, Speedwell, TN 37870",36.46983,-83.826511
"DEWBERRY TRAIL, ELMORE CO., WETUMPKA,  ALABAMA",32.498567,-86.136587
 ROUTE 8 MCADORY,33.331111,-87.003611
1801 BRUCE SHAW ROAD,33.459722,-87.305556
 201 ASHVILLE ROAD,33.545278,-86.549167
"3425 TAMASSEE LANE, HOOVER, AL 35226",33.386389,-86.816667
"PINSON, HIGH SCH., BOX 360 HWY 75 NORTH",33.704722,-86.669167
